060,1937,B-1937,DR.INGRIDSVEJ,8,110,,3900,NUUK
060,1937,B-1937,DR.INGRIDSVEJ,8,111,,3900,NUUK
060,1937,B-1937,DR.INGRIDSVEJ,8,112,,3900,NUUK
060,1937,B-1937,DR.INGRIDSVEJ,8,210,,3900,NUUK
060,1937,B-1937,DR.INGRIDSVEJ,8,211,,3900,NUUK
060,1937,B-1937,DR.INGRIDSVEJ,8,212,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,101,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,102,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,103,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,201,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,202,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,203,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,EJD,,3900,NUUK
060,1934,B-1934,DR.INGRIDSVEJ,10,W,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,104,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,105,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,106,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,204,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,205,,3900,NUUK
060,1935,B-1935,DR.INGRIDSVEJ,12,206,,3900,NUUK
060,913,B-0913,DR.INGRIDSVEJ,18,,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,0,Produktion,,3900,NUUK
060,1351,B-1351,Dronning Ingridsvej,2,gade,,3900,NUUK
060,1351,B-1351,Dronning Ingridsvej,2,Produktion,,3900,NUUK
060,5182,B-5182,Dronning Ingridsvej,10,Boilerrum,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,001,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,002,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,101,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,102,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,103,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,104,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,201,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,202,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,203,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,204,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,301,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,302,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,303,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,304,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,401,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,402,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,403,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,404,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,501,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,502,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,503,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,504,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,601,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,602,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,603,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,604,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,701,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,702,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,703,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,704,,3900,NUUK
060,3850,B-3850,DRONNING INGRIDSVEJ,14,Fælles,,3900,NUUK
060,2516,B-2516,EQALUGALINNGUIT,0,,85-D,3905,NUUK
060,2521,B-2521,Eqalugalinnguit,0,Produktion,,3905,NUUK
060,2538,B-2538,EQALUGALINNGUIT,0,,,3905,NUUK
060,2538,B-2538,EQALUGALINNGUIT,0,GAD,,3905,NUUK
060,2651,B-2651,EQALUGALINNGUIT,0,,,3905,NUUK
060,3143,B-3143,EQALUGALINNGUIT,0,v/3143,,3905,NUUK
060,3249,B-3249,EQALUGALINNGUIT,0,,,3905,NUUK
060,3358,B-3358,EQALUGALINNGUIT,0,056,,3905,NUUK
060,3939,B-3939,EQALUGALINNGUIT,0,,,3900,NUUK
060,2522,B-2522,EQALUGALINNGUIT,1,A,,3905,NUUK
060,2523,B-2523,EQALUGALINNGUIT,1,B,,3905,NUUK
060,2493,B-2493,EQALUGALINNGUIT,2,D,,3905,NUUK
060,2494,B-2494,EQALUGALINNGUIT,2,C,,3905,NUUK
060,2495,B-2495,EQALUGALINNGUIT,2,B,,3905,NUUK
060,2496,B-2496,EQALUGALINNGUIT,2,A,,3905,NUUK
060,2524,B-2524,EQALUGALINNGUIT,3,A,,3905,NUUK
060,2524,B-2524,EQALUGALINNGUIT,3,INT,,3905,NUUK
060,2525,B-2525,EQALUGALINNGUIT,3,B,,3905,NUUK
060,2497,B-2497,EQALUGALINNGUIT,4,C,,3905,NUUK
060,2498,B-2498,EQALUGALINNGUIT,4,B,,3905,NUUK
060,2499,B-2499,EQALUGALINNGUIT,4,A,,3905,NUUK
060,2526,B-2526,EQALUGALINNGUIT,5,A,,3905,NUUK
060,2527,B-2527,EQALUGALINNGUIT,5,B,,3905,NUUK
060,2500,B-2500,EQALUGALINNGUIT,6,C,,3905,NUUK
060,2501,B-2501,EQALUGALINNGUIT,6,B,,3905,NUUK
060,2502,B-2502,EQALUGALINNGUIT,6,A,,3905,NUUK
060,2528,B-2528,EQALUGALINNGUIT,7,A,,3905,NUUK
060,2528,B-2528,EQALUGALINNGUIT,7,EJD,,3905,NUUK
060,2529,B-2529,EQALUGALINNGUIT,7,B,,3905,NUUK
060,2503,B-2503,EQALUGALINNGUIT,8,C,,3905,NUUK
060,2504,B-2504,EQALUGALINNGUIT,8,B,,3905,NUUK
060,2505,B-2505,EQALUGALINNGUIT,8,A,,3905,NUUK
060,2448,B-2448,EQALUGALINNGUIT,9,C,,3905,NUUK
060,2449,B-2449,EQALUGALINNGUIT,9,B,,3905,NUUK
060,2450,B-2450,EQALUGALINNGUIT,9,A,,3905,NUUK
060,2476,B-2476,EQALUGALINNGUIT,10,B,,3905,NUUK
060,2477,B-2477,EQALUGALINNGUIT,10,A,,3905,NUUK
060,2444,B-2444,EQALUGALINNGUIT,11,D,,3905,NUUK
060,2445,B-2445,EQALUGALINNGUIT,11,C,,3905,NUUK
060,2446,B-2446,EQALUGALINNGUIT,11,B,,3905,NUUK
060,2447,B-2447,EQALUGALINNGUIT,11,A,,3905,NUUK
060,2478,B-2478,EQALUGALINNGUIT,12,B,,3905,NUUK
060,2479,B-2479,EQALUGALINNGUIT,12,A,,3905,NUUK
060,2440,B-2440,EQALUGALINNGUIT,13,D,,3905,NUUK
060,2440,B-2440,EQALUGALINNGUIT,13,EJD,,3905,NUUK
060,2441,B-2441,EQALUGALINNGUIT,13,C,,3905,NUUK
060,2442,B-2442,EQALUGALINNGUIT,13,B,,3905,NUUK
060,2443,B-2443,EQALUGALINNGUIT,13,A,,3905,NUUK
060,2480,B-2480,EQALUGALINNGUIT,14,B,,3905,NUUK
060,2481,B-2481,EQALUGALINNGUIT,14,A,,3905,NUUK
060,2482,B-2482,EQALUGALINNGUIT,16,A,,3905,NUUK
060,2483,B-2483,EQALUGALINNGUIT,16,B,,3905,NUUK
060,3892,B-3892,EQALUGALINNGUIT,18,001,,3905,NUUK
060,3892,B-3892,EQALUGALINNGUIT,18,003,,3905,NUUK
060,3892,B-3892,EQALUGALINNGUIT,18,101,,3905,NUUK
060,3892,B-3892,EQALUGALINNGUIT,18,102,,3905,NUUK
060,3893,B-3893,EQALUGALINNGUIT,20,002,,3905,NUUK
060,3893,B-3893,EQALUGALINNGUIT,20,102,,3905,NUUK
060,3894,B-3894,EQALUGALINNGUIT,22,003,,3905,NUUK
060,3894,B-3894,EQALUGALINNGUIT,22,103,,3905,NUUK
060,3894,B-3894,EQALUGALINNGUIT,22,FÆLLES,,3905,NUUK
060,2458,B-2458,EQALUGALINNGUIT,28,,,3905,NUUK
060,2547,B-2547,EQALUGALINNGUIT,30,,,3905,NUUK
060,2541,B-2541,EQALUGALINNGUIT,32,,,3905,NUUK
060,2464,B-2464,EQALUGALINNGUIT,33,A,,3905,NUUK
060,2465,B-2465,EQALUGALINNGUIT,33,B,,3905,NUUK
060,2466,B-2466,EQALUGALINNGUIT,33,C,,3905,NUUK
060,2467,B-2467,EQALUGALINNGUIT,33,D,,3905,NUUK
060,2468,B-2468,EQALUGALINNGUIT,33,E,,3905,NUUK
060,2490,B-2490,EQALUGALINNGUIT,34,B,,3905,NUUK
060,2490,B-2490,EQALUGALINNGUIT,34,EJD,,3905,NUUK
060,2604,B-2604,EQALUGALINNGUIT,34,A,,3905,NUUK
060,2469,B-2469,EQALUGALINNGUIT,35,A,,3905,NUUK
060,2470,B-2470,EQALUGALINNGUIT,35,B,,3905,NUUK
060,2373,B-2373,EQALUGALINNGUIT,36,C,,3905,NUUK
060,2374,B-2374,EQALUGALINNGUIT,36,B,,3905,NUUK
060,2375,B-2375,EQALUGALINNGUIT,36,,,3905,NUUK
060,2471,B-2471,EQALUGALINNGUIT,37,A,,3905,NUUK
060,2472,B-2472,EQALUGALINNGUIT,37,B,,3905,NUUK
060,2473,B-2473,EQALUGALINNGUIT,37,C,,3905,NUUK
060,2376,B-2376,EQALUGALINNGUIT,38,C,,3905,NUUK
060,2377,B-2377,EQALUGALINNGUIT,38,B,,3905,NUUK
060,2378,B-2378,EQALUGALINNGUIT,38,A,,3905,NUUK
060,2474,B-2474,EQALUGALINNGUIT,39,A,,3905,NUUK
060,2475,B-2475,EQALUGALINNGUIT,39,B,,3905,NUUK
060,2475,B-2475,EQALUGALINNGUIT,39,EJD,,3905,NUUK
060,2379,B-2379,EQALUGALINNGUIT,40,C,,3905,NUUK
060,2380,B-2380,EQALUGALINNGUIT,40,B,,3905,NUUK
060,2381,B-2381,EQALUGALINNGUIT,40,A,,3905,NUUK
060,2507,B-2507,EQALUGALINNGUIT,41,,,3905,NUUK
060,2507,B-2507,EQALUGALINNGUIT,41,EJD,,3905,NUUK
060,2382,B-2382,EQALUGALINNGUIT,42,C,,3905,NUUK
060,2383,B-2383,EQALUGALINNGUIT,42,B,,3905,NUUK
060,2384,B-2384,EQALUGALINNGUIT,42,A,,3905,NUUK
060,2508,B-2508,EQALUGALINNGUIT,43,A,,3905,NUUK
060,2509,B-2509,EQALUGALINNGUIT,43,B,,3905,NUUK
060,2385,B-2385,EQALUGALINNGUIT,44,C,,3905,NUUK
060,2386,B-2386,EQALUGALINNGUIT,44,B,,3905,NUUK
060,2387,B-2387,EQALUGALINNGUIT,44,A,,3905,NUUK
060,2510,B-2510,EQALUGALINNGUIT,45,A,,3905,NUUK
060,2511,B-2511,EQALUGALINNGUIT,45,B,,3905,NUUK
060,2512,B-2512,EQALUGALINNGUIT,45,C,,3905,NUUK
060,2513,B-2513,EQALUGALINNGUIT,45,D,,3905,NUUK
060,3923,B-3923,EQALUGALINNGUIT,46,C,,3905,NUUK
060,3924,B-3924,EQALUGALINNGUIT,46,B,,3905,NUUK
060,3924,B-3924,EQALUGALINNGUIT,46,FÆLLES,,3905,NUUK
060,3925,B-3925,EQALUGALINNGUIT,46,A,,3905,NUUK
060,2514,B-2514,EQALUGALINNGUIT,47,A,,3905,NUUK
060,2515,B-2515,EQALUGALINNGUIT,47,B,,3905,NUUK
060,2565,B-2565,EQALUGALINNGUIT,48,A,,3905,NUUK
060,2565,B-2565,EQALUGALINNGUIT,48,B,,3905,NUUK
060,2565,B-2565,EQALUGALINNGUIT,48,C,,3905,NUUK
060,2565,B-2565,EQALUGALINNGUIT,48,EJD,,3905,NUUK
060,2788,B-2788,EQALUGALINNGUIT,49,,,3905,NUUK
060,2788,B-2788,EQALUGALINNGUIT,49,EJD,,3905,NUUK
060,2548,B-2548,EQALUGALINNGUIT,50,,,3905,NUUK
060,2789,B-2789,EQALUGALINNGUIT,51,,,3905,NUUK
060,2484,B-2484,EQALUGALINNGUIT,52,C,,3905,NUUK
060,2484,B-2484,EQALUGALINNGUIT,52,C /Tele,,3905,NUUK
060,2602,B-2602,EQALUGALINNGUIT,52,A,,3905,NUUK
060,2603,B-2603,EQALUGALINNGUIT,52,B,,3905,NUUK
060,2790,B-2790,EQALUGALINNGUIT,53,,,3905,NUUK
060,2579,B-2579,EQALUGALINNGUIT,54,A,,3905,NUUK
060,2608,B-2608,EQALUGALINNGUIT,54,B,,3905,NUUK
060,2791,B-2791,EQALUGALINNGUIT,55,,,3905,NUUK
060,3880,B-3880,EQALUGALINNGUIT,57,001,,3905,NUUK
060,3880,B-3880,EQALUGALINNGUIT,57,101,,3905,NUUK
060,2609,B-2609,EQALUGALINNGUIT,58,,,3905,NUUK
060,2609,B-2609,EQALUGALINNGUIT,58,KÆL,,3905,NUUK
060,3881,B-3881,EQALUGALINNGUIT,59,002,,3905,NUUK
060,3881,B-3881,EQALUGALINNGUIT,59,102,,3905,NUUK
060,2654,B-2654,EQALUGALINNGUIT,60,A,,3905,NUUK
060,2655,B-2655,EQALUGALINNGUIT,60,B,,3905,NUUK
060,2656,B-2656,EQALUGALINNGUIT,60,C,,3905,NUUK
060,2657,B-2657,EQALUGALINNGUIT,60,D,,3905,NUUK
060,3882,B-3882,EQALUGALINNGUIT,61,Fælles,,3905,NUUK
060,2570,B-2570,EQALUGALINNGUIT,62,,,3905,NUUK
060,2571,B-2571,EQALUGALINNGUIT,64,,,3905,NUUK
060,2542,B-2542,EQALUGALINNGUIT,66,,,3905,NUUK
060,2462,B-2462,EQALUGALINNGUIT,68,,,3905,NUUK
060,2489,B-2489,EQALUGALINNGUIT,70,B,Tele,3900,NUUK
060,2489,B-2489,EQALUGALINNGUIT,70,B,,3905,NUUK
060,2489,B-2489,EQALUGALINNGUIT,70,C,,3905,NUUK
060,2658,B-2658,EQALUGALINNGUIT,70,A,,3905,NUUK
060,2574,B-2574,EQALUGALINNGUIT,72,A,,3905,NUUK
060,2610,B-2610,EQALUGALINNGUIT,72,B,,3905,NUUK
060,2578,B-2578,EQALUGALINNGUIT,74,A,,3905,NUUK
060,2578,B-2578,EQALUGALINNGUIT,74,B,,3905,NUUK
060,2578,B-2578,EQALUGALINNGUIT,74,C,,3905,NUUK
060,2578,B-2578,EQALUGALINNGUIT,74,EJD,,3905,NUUK
060,3118,B-3118,EQALUGALINNGUIT,76,A,,3905,NUUK
060,3119,B-3119,EQALUGALINNGUIT,76,B,,3905,NUUK
060,2545,B-2545,EQALUGALINNGUIT,79,,,3905,NUUK
060,2491,B-2491,EQALUGALINNGUIT,81,,,3905,NUUK
060,2463,B-2463,EQALUGALINNGUIT,83,,,3905,NUUK
060,2517,B-2517,EQALUGALINNGUIT,85,C,,3905,NUUK
060,2518,B-2518,EQALUGALINNGUIT,85,B,,3905,NUUK
060,2519,B-2519,EQALUGALINNGUIT,85,A,,3905,NUUK
060,2520,B-2520,EQALUGALINNGUIT,87,B,,3905,NUUK
060,2521,B-2521,EQALUGALINNGUIT,87,A,,3905,NUUK
060,2404,B-2404,EQALUGALINNGUIT,89,,,3905,NUUK
060,2405,B-2405,EQALUGALINNGUIT,91,D,,3905,NUUK
060,2406,B-2406,EQALUGALINNGUIT,91,C,,3905,NUUK
060,2407,B-2407,EQALUGALINNGUIT,91,B,,3905,NUUK
060,2408,B-2408,EQALUGALINNGUIT,91,A,,3905,NUUK
060,2409,B-2409,EQALUGALINNGUIT,93,B,,3905,NUUK
060,2410,B-2410,EQALUGALINNGUIT,93,A,,3905,NUUK
060,2411,B-2411,EQALUGALINNGUIT,95,B,,3905,NUUK
060,2412,B-2412,EQALUGALINNGUIT,95,A,,3905,NUUK
060,2413,B-2413,EQALUGALINNGUIT,97,B,,3905,NUUK
060,2414,B-2414,EQALUGALINNGUIT,97,A,,3905,NUUK
060,2430,B-2430,EQALUGALINNGUIT,97,C,,3905,NUUK
060,2415,B-2415,EQALUGALINNGUIT,99,D,,3905,NUUK
060,2415,B-2415,EQALUGALINNGUIT,99,INT,,3905,NUUK
060,2416,B-2416,EQALUGALINNGUIT,99,C,,3905,NUUK
060,2417,B-2417,EQALUGALINNGUIT,99,B,,3905,NUUK
060,2418,B-2418,EQALUGALINNGUIT,99,A,,3905,NUUK
060,2419,B-2419,EQALUGALINNGUIT,101,B,,3905,NUUK
060,2420,B-2420,EQALUGALINNGUIT,101,A,,3905,NUUK
060,2421,B-2421,EQALUGALINNGUIT,103,A,,3905,NUUK
060,2422,B-2422,EQALUGALINNGUIT,103,B,,3905,NUUK
060,2423,B-2423,EQALUGALINNGUIT,103,C,,3905,NUUK
060,2424,B-2424,EQALUGALINNGUIT,105,A,,3905,NUUK
060,2425,B-2425,EQALUGALINNGUIT,105,B,,3905,NUUK
060,2426,B-2426,EQALUGALINNGUIT,105,C,,3905,NUUK
060,2427,B-2427,EQALUGALINNGUIT,105,D,,3905,NUUK
060,2428,B-2428,EQALUGALINNGUIT,107,A,,3905,NUUK
060,2429,B-2429,EQALUGALINNGUIT,107,B,,3905,NUUK
060,2485,B-2485,EQALUGALINNGUIT,109,A,,3905,NUUK
060,2486,B-2486,EQALUGALINNGUIT,109,B,,3905,NUUK
060,2487,B-2487,EQALUGALINNGUIT,109,C,,3905,NUUK
060,2572,B-2572,EQALUGALINNGUIT,111,A,,3905,NUUK
060,2734,B-2734,EQALUGALINNGUIT,111,B,,3905,NUUK
060,2573,B-2573,EQALUGALINNGUIT,113,,,3905,NUUK
060,2456,B-2456,EQALUGALINNGUIT,115,,,3905,NUUK
060,2460,B-2460,EQALUGALINNGUIT,117,INT,,3905,NUUK
060,2631,B-2631,EQALUGALINNGUIT,117,,,3905,NUUK
060,2631,B-2631,EQALUGALINNGUIT,117,A,,3905,NUUK
060,2534,B-2534,EQALUGALINNGUIT,119,,,3905,NUUK
060,2534,B-2534,Eqalugalinnguit,119,Kælderlejl,,3905,NUUK
060,3882,B-3882,EQALUGALINNGUIT 1. SAL,61,103,,3905,NUUK
060,14012210,B-2210,EQALUGALINNGUIT BYGGEFELT B,0,,,3905,NUUK
060,14012122,B-2122,EQALUGALINNGUIT BYGGEFELT C,0,,,3905,NUUK
060,3882,B-3882,EQALUGALINNGUIT STUEN,61,003,,3905,NUUK
060,N158T1,B-58T1,EQINGA,0,PRODUKTION,,3900,NUUK
060,N158T2,B-58T2,EQINGA,0,,,3900,NUUK
060,997,B-0997,Fabriksvej,2,gade,,3900,NUUK
060,3650,B-3650,FARIP AQQ:,0,Produkt,,3900,NUUK
060,319,B-0319,FARIP AQQUTAA,0,Produktion,,3900,NUUK
060,3300,B-3300,FARIP AQQUTAA,0,004,,3900,NUUK
060,1505,B-1505,FARIP AQQUTAA,1,,,3900,NUUK
060,1505,B-1505,FARIP AQQUTAA,1,INT,,3900,NUUK
060,198,B-0198,FARIP AQQUTAA,2,,,3900,NUUK
060,198,B-0198,FARIP AQQUTAA,2,KVT,,3900,NUUK
060,132,B-0132,FARIP AQQUTAA,3,,,3900,NUUK
060,1342,B-1342,FARIP AQQUTAA,5,,,3900,NUUK
060,2185,B-2185,FARIP AQQUTAA,6,,,3900,NUUK
060,2403,B-2403,FARIP AQQUTAA,6,,,3900,NUUK
060,319,B-0319,FARIP AQQUTAA,7,,,3900,NUUK
060,319,B-0319,FARIP AQQUTAA,7,GAD,,3900,NUUK
060,319,B-0319,FARIP AQQUTAA,7,KVT,,3900,NUUK
060,293,B-0293,FARIP AQQUTAA,8,,,3900,NUUK
060,293,B-0293,FARIP AQQUTAA,8,KVT,,3900,NUUK
060,293,B-0293,FARIP AQQUTAA,8,PROduktion,,3900,NUUK
060,1796,B-1796,FARIP AQQUTAA,8,KVT,,3900,NUUK
060,1422,B-1422,FARIP AQQUTAA,10,,,3900,NUUK
060,3542,B-3542,FJELDVEJ,0,INTERN,,3905,NUUK
060,852,B-0852,FJELDVEJ,1,,,3900,NUUK
060,425,B-0425,FJELDVEJ,2,,,3900,NUUK
060,1348,B-1348,FJELDVEJ,3,,,3900,NUUK
060,853,B-0853,FJELDVEJ,4,,,3900,NUUK
060,1349,B-1349,FJELDVEJ,5,,,3900,NUUK
060,1349,B-1349,FJELDVEJ,5,INT,,3900,NUUK
060,1350,B-1350,FJELDVEJ,7,,,3900,NUUK
060,1643,B-1643,FJELDVEJ,8,,,3900,NUUK
060,1643,B-1643,FJELDVEJ,8,Tele,,3900,NUUK
060,1570,B-1570,FJELDVEJ,9,,,3900,NUUK
060,1570,B-1570,FJELDVEJ,9,INT,,3900,NUUK
060,1747,B-1747,FJELDVEJ,10,,,3900,NUUK
060,1579,B-1579,FJELDVEJ,11,,,3900,NUUK
060,1553,B-1553,FJELDVEJ,12,,,3900,NUUK
060,1554,B-1554,FJELDVEJ,12,,,3900,NUUK
060,1371,B-1371,FJELDVEJ,14,,,3900,NUUK
060,1371,B-1371,FJELDVEJ,14,INT,,3900,NUUK
060,1343,B-1343,FJELDVEJ,16,,,3900,NUUK
060,1571,B-1571,FJELDVEJ,18,,,3900,NUUK
060,1385,B-1385,FJELDVEJ,20,,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 3,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 4,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 5,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 7,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 8,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1, 9,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,1,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,10,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,11,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,2,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,EJD,,3900,NUUK
060,1345,B-1345,FLYGÅRDEN,1,KVT,,3900,NUUK
060,1292,B-1292,FLYGÅRDEN,2,,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,012,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,013,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,014,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,015,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,016,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,017,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,018,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,019,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,020,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,021,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,022,,3900,NUUK
060,1344,B-1344,FLYGÅRDEN,3,EJD,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,32,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,33,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,34,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,35,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,36,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,37,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,38,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,39,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C1,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C2,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C3,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C4,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C5,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,C6,,3900,NUUK
060,1599,B-1599,FLYGÅRDEN,4,EJD,,3900,NUUK
060,3761,B-3761,GAMMEL KULPLADS,0,,,3900,NUUK
060,5085,B-5085,GAMMEL KULPLADS,0,BYGGE,,3900,NUUK
060,1617,B-1617,GERTRUD RASKSVEJ,0,INT,,3900,NUUK
060,1617,B-1617,GERTRUD RASKSVEJ,0,TAP,,3900,NUUK
060,1507,B-1507,GERTRUD RASKSVEJ,1,,,3900,NUUK
060,1507,B-1507,GERTRUD RASKSVEJ,1,INT,,3900,NUUK
060,142,B-0142,GERTRUD RASKSVEJ,2,,,3900,NUUK
060,842,B-0842,GERTRUD RASKSVEJ,3,,,3900,NUUK
060,1473,B-1473,GERTRUD RASKSVEJ,5,,,3900,NUUK
060,837,B-0837,GERTRUD RASKSVEJ,6,,,3900,NUUK
060,670,B-0670,GERTRUD RASKSVEJ,7,,,3900,NUUK
060,838,B-0838,GERTRUD RASKSVEJ,8,,,3900,NUUK
060,731,B-0731,GERTRUD RASKSVEJ,9,,,3900,NUUK
060,839,B-0839,GERTRUD RASKSVEJ,10,,,3900,NUUK
060,1647,B-1647,GERTRUD RASKSVEJ,10,INT,,3900,NUUK
060,1647,B-1647,GERTRUD RASKSVEJ,10,TAP,,3900,NUUK
060,2096,B-2096,GERTRUD RASKSVEJ,11,,,3900,NUUK
060,733,B-0733,GERTRUD RASKSVEJ,12,,,3900,NUUK
060,569,B-0569,GERTRUD RASKSVEJ,13,,,3900,NUUK
060,149,B-0149,GERTRUD RASKSVEJ,14,,,3900,NUUK
060,549,B-0549,GERTRUD RASKSVEJ,15,,,3900,NUUK
060,840,B-0840,GERTRUD RASKSVEJ,16,,,3900,NUUK
060,556,B-0556,GERTRUD RASKSVEJ,17,,,3900,NUUK
060,566,B-0566,GERTRUD RASKSVEJ,18,,,3900,NUUK
060,561,B-0561,GERTRUD RASKSVEJ,19,,,3900,NUUK
060,734,B-0734,GERTRUD RASKSVEJ,20,,,3900,NUUK
060,593,B-0593,GERTRUD RASKSVEJ,21,,,3900,NUUK
060,666,B-0666,GERTRUD RASKSVEJ,22,,,3900,NUUK
060,667,B-0667,GERTRUD RASKSVEJ,23,,,3900,NUUK
060,843,B-0843,GERTRUD RASKSVEJ,24,,,3900,NUUK
060,744,B-0744,GERTRUD RASKSVEJ,25,,,3900,NUUK
060,396,B-0396,GERTRUD RASKSVEJ,26,,,3900,NUUK
060,1452,B-1452,GERTRUD RASKSVEJ,27,,,3900,NUUK
060,547,B-0547,GERTRUD RASKSVEJ,28,,,3900,NUUK
060,704,B-0704,GERTRUD RASKSVEJ,29,,,3900,NUUK
060,1585,B-1585,GERTRUD RASKSVEJ,30,,,3900,NUUK
060,2000,B-2000,GERTRUD RASKSVEJ,31,,,3900,NUUK
060,551,B-0551,GERTRUD RASKSVEJ,32,,,3900,NUUK
060,551,B-0551,GERTRUD RASKSVEJ,32,INT,,3900,NUUK
060,700,B-0700,GERTRUD RASKSVEJ,33,,,3900,NUUK
060,548,B-0548,GERTRUD RASKSVEJ,34,,,3900,NUUK
060,1462,B-1462,GERTRUD RASKSVEJ,35,,,3900,NUUK
060,1586,B-1586,GERTRUD RASKSVEJ,36,,,3900,NUUK
060,708,B-0708,GERTRUD RASKSVEJ,37,,,3900,NUUK
060,527,B-0527,GERTRUD RASKSVEJ,38,,,3900,NUUK
