070,749,B-0749,ESBJERG-IP AQQ.,9,211,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,212,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,213,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,214,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,215,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,301,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,302,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,303,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,304,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,305,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,306,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,307,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,308,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,309,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,310,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,311,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,312,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,313,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,314,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,315,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,401,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,402,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,403,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,404,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,405,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,406,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,407,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,408,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,409,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,410,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,411,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,412,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,413,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,414,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,415,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,501,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,502,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,503,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,504,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,505,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,506,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,507,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,508,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,509,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,510,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,511,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,512,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,513,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,514,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,515,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,601,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,602,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,603,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,604,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,605,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,606,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,607,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,608,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,609,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,610,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,611,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,612,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,613,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,614,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,615,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,EJD,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,KÆL,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,STOR,,3912,MANIITSOQ
070,749,B-0749,ESBJERG-IP AQQ.,9,VASK,,3912,MANIITSOQ
070,9977,B-9977,FABRIKS KAJ V/B 695,0,,,3912,MANIITSOQ
070,989,B-0989,FORLANDET,0,NET,,3912,MANIITSOQ
070,8100,B-8100,FORLANDET,0,,,3912,MANIITSOQ
070,8001,B-8001,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8002,B-8002,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8003,B-8003,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8004,B-8004,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8005,B-8005,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8007,B-8007,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8008,B-8008,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8010,B-8010,GADEBELYSNING,0,TUNN,,3912,MANIITSOQ
070,8012,B-8012,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8013,B-8013,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8014,B-8014,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8015,B-8015,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,8016,B-8016,GADEBELYSNING,0,NET,,3912,MANIITSOQ
070,9996,B-9996,GADEBELYSNING / TIKAASAQ,0,,,3912,MANIITSOQ
070,9989,B-9989,GL. HELIPORT,0,,,3912,MANIITSOQ
070,9993,B-9993,GL. HELIPORT,0,,,3912,MANIITSOQ
070,918,B-0918,ILLUNNGUIT,6,,,3912,MANIITSOQ
070,25,B-0025,ILLUNNGUIT,7,,,3912,MANIITSOQ
070,56,B-0056,ILLUNNGUIT,9,,,3912,MANIITSOQ
070,28,B-0028,ILLUNNGUIT,11,,,3912,MANIITSOQ
070,28,B-0028,ILLUNNGUIT,11,KLO,,3912,MANIITSOQ
070,28,B-0028,ILLUNNGUIT,11,VAR,,3912,MANIITSOQ
070,16,B-0016,ILLUNNGUIT,13,,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,1,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,2,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,3,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,4,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,5,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,6,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,7,,3912,MANIITSOQ
070,598,B-0598,ILLUNNGUIT QULAAT,2,8,,3912,MANIITSOQ
070,630,B-0630,ILLUNNGUIT QULAAT,3,,,3912,MANIITSOQ
070,630,B-0630,ILLUNNGUIT QULAAT,3,VAR,,3912,MANIITSOQ
070,917,B-0917,ILLUNNGUIT QULAAT,4,,,3912,MANIITSOQ
070,1036,B-1036,ILLUNNGUIT QULAAT,5,,,3912,MANIITSOQ
070,1035,B-1035,ILLUNNGUIT QULAAT,7,,,3912,MANIITSOQ
070,653,B-0653,ILLUNNGUIT QULAAT,9,,,3912,MANIITSOQ
070,653,B-0653,ILLUNNGUIT QULAAT,9,VAR,,3912,MANIITSOQ
070,289,B-0289,ILULIUMANEQ,0,A,,3912,MANIITSOQ
070,289,B-0289,ILULIUMANEQ,0,B,,3912,MANIITSOQ
070,994,B-0994,ILULIUMANEQ,0,404,,3912,MANIITSOQ
070,215,B-0215,ILULIUMANEQVEJ,1,A,,3912,MANIITSOQ
070,215,B-0215,ILULIUMANEQVEJ,1,B,,3912,MANIITSOQ
070,214,B-0214,ILULIUMANEQVEJ,2,,,3912,MANIITSOQ
070,213,B-0213,ILULIUMANEQVEJ,3,,,3912,MANIITSOQ
070,292,B-0292,ILULIUMANEQVEJ,6,,,3912,MANIITSOQ
070,292,B-0292,ILULIUMANEQVEJ,6,A,,3912,MANIITSOQ
070,292,B-0292,ILULIUMANEQVEJ,6,B,,3912,MANIITSOQ
070,292,B-0292,ILULIUMANEQVEJ,6,VAR,,3912,MANIITSOQ
070,209,B-0209,ILULIUMANEQVEJ,7,A,,3912,MANIITSOQ
070,209,B-0209,ILULIUMANEQVEJ,7,B,,3912,MANIITSOQ
070,209,B-0209,ILULIUMANEQVEJ,7,VAR,,3912,MANIITSOQ
070,290,B-0290,ILULIUMANEQVEJ,8,A,,3912,MANIITSOQ
070,290,B-0290,ILULIUMANEQVEJ,8,B,,3912,MANIITSOQ
070,208,B-0208,ILULIUMANEQVEJ,9,,,3912,MANIITSOQ
070,208,B-0208,ILULIUMANEQVEJ,9,VAR,,3912,MANIITSOQ
070,286,B-0286,ILULIUMANEQVEJ,11,A,,3912,MANIITSOQ
070,286,B-0286,ILULIUMANEQVEJ,11,B,,3912,MANIITSOQ
070,291,B-0291,ILULIUMANEQVEJ,15,A,,3912,MANIITSOQ
070,291,B-0291,ILULIUMANEQVEJ,15,A&B,,3912,MANIITSOQ
070,291,B-0291,ILULIUMANEQVEJ,15,B,,3912,MANIITSOQ
070,287,B-0287,ILULIUMANEQVEJ,23,A,,3912,MANIITSOQ
070,287,B-0287,ILULIUMANEQVEJ,23,A+B,,3912,MANIITSOQ
070,287,B-0287,ILULIUMANEQVEJ,23,B,,3912,MANIITSOQ
070,746,B-0746,ILUTASSUA,0,,,3912,MANIITSOQ
070,1324,B-1324,ILUTASSUA,0,,,3912,MANIITSOQ
070,3754,B-3754,ILUTASSUA,0,BYGGE,,3912,MANIITSOQ
070,754,B-0754,ILUTASSUA,5,,,3912,MANIITSOQ
070,1040,B-1040,ILUTASSUA,6,,,3912,MANIITSOQ
070,1012,B-1012,ILUTASSUA,9,,,3912,MANIITSOQ
070,1011,B-1011,ILUTASSUA,12,,,3912,MANIITSOQ
070,654,B-0654,ILUTASSUA,18,,,3912,MANIITSOQ
070,654,B-0654,ILUTASSUA,18,STOR,,3912,MANIITSOQ
070,337,B-0337,IMEQARFIK,0,315,,3912,MANIITSOQ
070,1075,B-1075,IMEQARFIK,0,,,3912,MANIITSOQ
070,1366,B-1366,IMEQARFIK,0,,,3912,MANIITSOQ
070,9066,B-9066,IMEQARFIK,0,,,3912,MANIITSOQ
070,80536,B-0536,IMEQARFIK,0,Bygværk 5,,3912,MANIITSOQ
070,189,B-0189,IMEQARFIK,1,,,3912,MANIITSOQ
070,189,B-0189,IMEQARFIK,1,VAR,,3912,MANIITSOQ
070,357,B-0357,IMEQARFIK,3,,,3912,MANIITSOQ
070,182,B-0182,IMEQARFIK,5,,,3912,MANIITSOQ
070,182,B-0182,IMEQARFIK,5,VAR,,3912,MANIITSOQ
070,336,B-0336,IMEQARFIK,6,,,3912,MANIITSOQ
070,717,B-0717,IMEQARFIK,7,,,3912,MANIITSOQ
070,717,B-0717,IMEQARFIK,7,VAR,,3912,MANIITSOQ
070,922,B-0922,IMEQARFIK,8,,,3912,MANIITSOQ
070,151,B-0151,IMEQARFIK,9,,,3912,MANIITSOQ
070,151,B-0151,IMEQARFIK,9,VAR,,3912,MANIITSOQ
070,533,B-0533,IMEQARFIK,10,,,3912,MANIITSOQ
070,804,B-0804,IMEQARFIK,11,,,3912,MANIITSOQ
070,315,B-0315,IMEQARFIK,15,,,3912,MANIITSOQ
070,270,B-0270,IMEQARFIK,16,,,3912,MANIITSOQ
070,344,B-0344,IMEQARFIK,18,,,3912,MANIITSOQ
070,364,B-0364,IMEQARFIK,19,,,3912,MANIITSOQ
070,571,B-0571,IMEQARFIK,20,,,3912,MANIITSOQ
070,571,B-0571,IMEQARFIK,20,VAR,,3912,MANIITSOQ
070,337,B-0337,IMEQARFIK,21,,,3912,MANIITSOQ
070,328,B-0328,IMEQARFIK,22,,,3912,MANIITSOQ
070,338,B-0338,IMEQARFIK,23,,,3912,MANIITSOQ
070,641,B-0641,IMEQARFIK,24,,,3912,MANIITSOQ
070,641,B-0641,IMEQARFIK,24,GTO,,3912,MANIITSOQ
070,1349,B-1349,"Imeqarfik ""Indkvatering""",0,,,3912,MANIITSOQ
070,1152,B-1152,IVISSUIT,0,,,3912,MANIITSOQ
070,1162,B-1162,IVISSUIT,0,,,3912,MANIITSOQ
070,1288,B-1288,IVISSUIT,0,,,3912,MANIITSOQ
070,1363,B-1363,IVISSUIT,0,,,3912,MANIITSOQ
070,8107,B-8107,IVISSUIT,0,,,3912,MANIITSOQ
070,8108,B-8108,IVISSUIT,0,,,3912,MANIITSOQ
070,9063,B-9063,IVISSUIT,0,,,3912,MANIITSOQ
070,330,B-0330,IVISSUIT,2,,,3912,MANIITSOQ
070,617,B-0617,IVISSUIT,3,,,3912,MANIITSOQ
070,648,B-0648,IVISSUIT,4,,,3912,MANIITSOQ
070,648,B-0648,IVISSUIT,4,VAR,,3912,MANIITSOQ
070,335,B-0335,IVISSUIT,6,,,3912,MANIITSOQ
070,326,B-0326,IVISSUIT,8,,,3912,MANIITSOQ
070,599,B-0599,IVISSUIT,8,,,3912,MANIITSOQ
070,566,B-0566,IVISSUIT,10,,,3912,MANIITSOQ
070,334,B-0334,IVISSUIT,12,,,3912,MANIITSOQ
070,340,B-0340,IVISSUIT,14,,,3912,MANIITSOQ
070,781,B-0781,IVISSUIT,16,,,3912,MANIITSOQ
070,1007,B-1007,IVISSUIT,20,,,3912,MANIITSOQ
070,616,B-0616,IVISSUIT,22,,,3912,MANIITSOQ
070,969,B-0969,IVISSUIT,28,,,3912,MANIITSOQ
070,1337,B-1337,IVISSUIT,30,,,3912,MANIITSOQ
070,567,B-0567,IVISSUIT,32,,,3912,MANIITSOQ
070,366,B-0366,IVISSUIT,34,,,3912,MANIITSOQ
070,1100,B-1100,IVISSUIT,36,,,3912,MANIITSOQ
070,948,B-0948,IVISSUIT,38,,,3912,MANIITSOQ
070,1023,B-1023,IVISSUIT,40,,,3912,MANIITSOQ
070,1021,B-1021,IVISSUIT,42,,,3912,MANIITSOQ
070,947,B-0947,IVISSUIT,44,,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,0,,,3912,MANIITSOQ
070,373,B-0373,IVISSUAATERALAAT,2,,,3912,MANIITSOQ
070,281,B-0281,IVISSUAATERALAAT,4,,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A1,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A2,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A3,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A4,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A5,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,A6,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B1,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B2,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B3,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B4,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B5,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,B6,,3912,MANIITSOQ
070,894,B-0894,IVISSUAATERALAAT,6,VASK,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A1,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A2,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A3,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A4,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A5,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,A6,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B1,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B2,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B3,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B4,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B5,,3912,MANIITSOQ
070,895,B-0895,IVISSUAATERALAAT,8,B6,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,001,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,003,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,004,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,005,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,101,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,102,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,103,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,104,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,105,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,201,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,202,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,203,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,204,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,205,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,301,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,302,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,303,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,304,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,305,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,401,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,402,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,403,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,404,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,405,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,501,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,502,,3912,MANIITSOQ
070,949,B-0949,IVISSUAATERALAAT,10,EJD,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,A,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,B,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,C,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,D,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,E,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,F,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,GTO,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,STOR,,3912,MANIITSOQ
070,888,B-0888,IVISSUAATERALAAT,12,VARME,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,A,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,B,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,C,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,D,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,E,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,F,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,G,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,H,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,I,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,K,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,L,,3912,MANIITSOQ
070,889,B-0889,IVISSUAATERALAAT,14,M,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,A,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,B,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,C,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,D,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,E,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,F,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,G,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,H,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,I,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,K,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,L,,3912,MANIITSOQ
070,890,B-0890,IVISSUAATERALAAT,16,M,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,15A,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,15B,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,15C,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,15D,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,15E,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,F,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,G,,3912,MANIITSOQ
070,891,B-0891,IVISSUAATERALAAT,18,H,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,A,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,B,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,C,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,D,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,E,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,F,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,G,,3912,MANIITSOQ
070,892,B-0892,IVISSUAATERALAAT,20,H,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A1,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A2,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A3,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A4,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A5,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,A6,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B1,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B2,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B3,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B4,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B5,,3912,MANIITSOQ
070,893,B-0893,IVISSUAATERALAAT,22,B6,,3912,MANIITSOQ
070,876,B-0876,JENSERALAAP AQQ,0,,,3912,MANIITSOQ
070,876,B-0876,JENSERALAAP AQQ,13,INTERN,,3912,MANIITSOQ
070,1298,B-1298,JENSERALAAP AQQ.,0,,,3912,MANIITSOQ
070,1326,B-1326,JENSERALAAP AQQ.,0,,,3912,MANIITSOQ
070,9064,B-9064,JENSERALAAP AQQ.,0,,,3912,MANIITSOQ
070,316,B-0316,JENSERALAAP AQQ.,1,A,,3912,MANIITSOQ
070,316,B-0316,JENSERALAAP AQQ.,1,B,,3912,MANIITSOQ
070,316,B-0316,JENSERALAAP AQQ.,1,VAR,,3912,MANIITSOQ
070,165,B-0165,JENSERALAAP AQQ.,2,,,3912,MANIITSOQ
070,109,B-0109,JENSERALAAP AQQ.,3,,,3912,MANIITSOQ
070,812,B-0812,JENSERALAAP AQQ.,4,,,3912,MANIITSOQ
070,921,B-0921,JENSERALAAP AQQ.,6,,,3912,MANIITSOQ
070,1046,B-1046,JENSERALAAP AQQ.,10,,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,A,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,B,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,C,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,D,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,E,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,F,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,FÆL,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,G,,3912,MANIITSOQ
070,220,B-0220,JENSERALAAP AQQ.,11,H,,3912,MANIITSOQ
070,689,B-0689,JENSERALAAP AQQ.,12,,,3912,MANIITSOQ
070,876,B-0876,JENSERALAAP AQQ.,13,,,3912,MANIITSOQ
070,342,B-0342,JENSERALAAP AQQ.,14,,,3912,MANIITSOQ
070,216,B-0216,JENSERALAAP AQQ.,15,,,3912,MANIITSOQ
070,216,B-0216,JENSERALAAP AQQ.,15,STOR,,3912,MANIITSOQ
070,332,B-0332,JENSERALAAP AQQ.,16,,,3912,MANIITSOQ
070,329,B-0329,JENSERALAAP AQQ.,22,,,3912,MANIITSOQ
070,356,B-0356,JENSERALAAP AQQ.,24,,,3912,MANIITSOQ
070,1397,B-1397,JOSEFSENIP AQQ:,0,,,3912,MANIITSOQ
070,783,B-0783,JOSEFSENNIT AQQ,0,,,3912,MANIITSOQ
070,783,B-0783,JOSEFSENNIT AQQ,0,STOR,,3912,MANIITSOQ
070,813,B-0813,JOSEFSENNIT AQQ,1,,,3912,MANIITSOQ
